#OTUID	KOSMOS.D1.MPBS	KOSMOS.D15.MPAS	KOSMOS.D24.MPAS	KOSMOS.D32.MPAS	KOSMOS.D36.MPAS	KOSMOS.D42.MPAS	KOSMOS.D48.MPAS	KOSMOS.D8.MPAS
D_3__SAR324_clade(Marine_group_B)$8326e30fbefec254f3bf222899183665	0	0	0	112	0	107	0	0
D_3__Candidatus_Pacebacteria_D_4__uncultured_bacterium$b49b785201c8f127a64bac4d95df8d9c	0	0	0	0	18	10	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b9ac953463e8c37c8abcc46d69b3023e	71	0	0	0	0	0	0	0
8369f39d3cfbfba95c78bf0180b43060$Unassigned	0	0	12	9	35	119	40	0
c3eb01050f3ac85f3838dc2df2e5f070$Unassigned	0	53	18	0	0	0	0	30
D_3__Nitrospinales_D_4__Nitrospinaceae$4d2cccb53ccbbf523cb2bb47ef6459fa	0	0	0	135	33	29	17	0
$4f27774e266bf310605968be29c53e4a	0	0	0	0	0	135	79	0
D_3__Synechococcales_D_4__Cyanobiaceae$dab08874083941f1173b2f5293c51f25	0	0	0	83	0	0	0	0
$8b71d7c8b861bbfe150091bc1f199017	26	0	0	0	0	0	0	27
D_3__Rickettsiales_D_4__Rickettsiaceae$f269c3548a7ada1026d9f821bcf2f454	0	0	15	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$030707dc9c77349c13d2167169c442d1	0	7	0	0	117	65	0	0
D_3__uncultured_planctomycete_D_4__uncultured_planctomycete$14554838ddaf22f4cf64c56e970adb3f	9	63	4	50	0	0	0	3
D_3__Microtrichales_D_4__Ilumatobacteraceae$5e3f6f65ce8d7d04fc8d50e93c05eee3	65	42	0	0	0	0	0	27
D_3__Pedosphaerales_D_4__Pedosphaeraceae$cda1fda52954b2b31db09e2dd149d29b	0	0	37	121	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$4a90a907a36c72766b4e27e2a8e0270d	0	28	11	4	14	0	0	40
D_3__metagenome_D_4__metagenome$0dfb89c314ac13fde9579c42ae7b9bf5	79	0	0	0	0	0	25	0
D_3__Oceanospirillales_D_4__Halomonadaceae$fb1e6af6f5fe541c18ac406846407b78	0	0	111	0	0	10	0	0
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$3b65eea691765afb8ce520d75f9772bd	0	0	0	151	0	0	0	0
77d679b2587baf43e5ccb33015afb49b$Unassigned	0	28	38	0	0	28	0	81
D_3__Sneathiellales_D_4__Sneathiellaceae$d4ac56d1a57b34b301753061315e5ed5	0	0	0	0	0	0	0	40
3c3e3f4a68ed7c4003fb98bedc08ab76$Unassigned	18	3	34	105	12	0	7	3
D_3__Saccharimonadales$3f779f3d3cbc428357102f6247e80f76	0	0	0	0	7	41	8	0
D_3__Thiomicrospirales_D_4__Thiomicrospiraceae$57fb8c7460710ad8baf82bde04f06761	6	0	0	0	0	0	11	36
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$cbb19a4d2ca85940cb866609184978fc	38	0	0	0	3	0	0	132
D_3__Opitutales_D_4__Puniceicoccaceae$a1f4d336238f913bd86c8ce115cc802b	12	0	3	8	31	7	33	4
D_3__Chitinophagales_D_4__uncultured$dc5bf3ac6884e0a3195f54537bd392b3	20	12	17	18	63	18	19	18
de50657c221bee77b8005d2dbbf42231$Unassigned	19	0	0	5	0	14	9	0
D_3__Nitrospinales_D_4__Nitrospinaceae$04a732956b404f6a5e6b8273856b9ff0	0	0	0	114	77	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$3c85a50750a89ef3694cf077c984473c	48	0	0	0	0	0	0	0
D_3__Corynebacteriales_D_4__Nocardiaceae$b2cbc36a3f46798489b7ea0ead541ce2	0	0	41	61	0	15	0	0
D_3__SAR11_clade_D_4__Clade_II$9006b3788f7978e4d22883bccd446310	18	31	15	18	5	8	10	8
D_3__Caulobacterales_D_4__Hyphomonadaceae$05a379944c1f1e99ea9df59e1c8529bd	0	0	177	19	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$d5a47760e98d10014ec499506b0f655c	0	0	0	0	0	10	0	0
D_3__Parvibaculales_D_4__PS1_clade$e1941adeee199c5093a12daf3314d478	0	25	31	0	0	12	43	21
D_3__Rhodobacterales_D_4__Rhodobacteraceae$c07f723e1d7293eef189a9ddf9bdc441	0	0	47	17	0	0	0	0
2b9b6f0e216bf5a040fd5c23f0ff9291$Unassigned	57	11	15	16	0	0	8	9
D_3__SAR86_clade$8fb858de036d42ccac13024a4ba80c8b	0	30	15	57	14	24	36	25
D_3__Opitutales_D_4__Puniceicoccaceae$ca9992311ea1d0119e0458b3ec2b9c78	30	0	2	0	2	0	0	20
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ca9a8bf10bdd784e4247df53ad86074b	0	0	73	0	0	26	19	0
D_3__SAR11_clade_D_4__Clade_IV$d9e7df125ecf71a0e2633659977a5238	64	0	0	33	0	30	0	0
D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$e01bbe00cb3abf8c1e6677b1810c9179	39	29	0	0	15	0	0	28
D_3__OM182_clade_D_4__uncultured_bacterium$982e706c654b19f8f0edf321642cbefe	0	0	0	0	0	0	0	32
D_3__Candidatus_Magasanikbacteria_D_4__uncultured_deep-sea_bacterium$7a5f4b0a5d117848d0181c09c432d753	6	12	0	0	0	0	0	9
87b5728e4455135a6e223257bc031ea7$Unassigned	0	40	13	36	17	0	0	26
D_3__Alteromonadales_D_4__Alteromonadaceae$8f2d2e59ab32a6355c9530a7070a80af	0	0	81	0	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$1ff2aa19c1991c0b36be9d588062f357	0	0	0	0	0	0	0	7
D_3__SAR11_clade_D_4__Clade_I$a78f4287414afa1797664f3edac493b1	52	33	0	16	0	21	29	44
D_3__Opitutales_D_4__Puniceicoccaceae$dc082de61f7a96436c8dc72534e255bb	0	0	0	0	47	0	0	0
D_3__SAR11_clade_D_4__Clade_I$90dcb671f4f5cd24834bc47f47909894	0	0	0	0	0	0	87	0
D_3__SAR324_clade(Marine_group_B)$3f66745dae8650a80f9f7352c390227a	58	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS7_marine_group$62fbf490c006c7eef5ade37f2fa32689	28	0	0	36	0	0	0	47
D_3__Flavobacteriales_D_4__Cryomorphaceae$e6fefbb760d1cb969ba2b1ccb121b446	63	20	0	17	23	0	24	46
D_3__Cellvibrionales_D_4__Spongiibacteraceae$8eddb0a1e9be86583f56ae08c96828a8	0	0	31	0	0	4	0	12
D_3__Rhizobiales_D_4__Beijerinckiaceae$4e7e3b402b08b021996f5dc7d511449d	0	0	0	0	0	5	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$610a2614d1cbb31766f2141960a49052	0	29	0	89	73	0	0	0
D_3__Rhizobiales_D_4__Devosiaceae$7e61bd0847d5f4e1f02190ebae541796	0	0	0	4	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$2f5e20a6415f8e8a66b5f0b354c939c4	0	0	0	0	0	42	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$39e9c1e859947ad6ba4c5da71b9cd54d	5	26	30	0	0	7	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f93413c11fc1992dbf38c530b51a0594	0	8	0	11	11	64	37	18
28986b4bdd66e987908b3014367a3157$Unassigned	8	3	3	0	0	0	0	24
D_3__Rhizobiales_D_4__Devosiaceae$74113243bbd6ef559d0ab44a33b91a0b	0	0	13	14	0	15	13	0
04cfba0ca6b279b95de3911d3060fb31$Unassigned	5	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$d6d18b338dae50af8f473676317af30b	0	104	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$13d4f9ed6f630ef1cbdea969e3ff3dcf	0	27	34	0	0	0	0	65
28d6d567483133fe910f908dfcb12c06$Unassigned	0	0	0	0	0	20	30	0
D_3__Propionibacteriales_D_4__Propionibacteriaceae$c47d06b422f9cbda747fe9c1e306dde4	0	11	11	11	0	13	9	0
D_3__Rhizobiales_D_4__Methyloligellaceae$d1e88c807a7fdcac79e391b1e6fb4b87	0	0	0	0	0	18	72	0
D_3__Rhodospirillales_D_4__Rhodospirillaceae$24dfb06e8f8bbad67a444c41853e30ab	34	57	0	0	0	6	0	46
D_3__Coxiellales_D_4__Coxiellaceae$9b1d0b227e8ca2a15751d7919371e8c0	73	0	21	0	0	0	0	4
D_3__Cytophagales_D_4__Microscillaceae$a1117ef9d316d8dba9c6a963bdbc86e2	0	0	0	0	0	0	3	0
D_3__SAR11_clade_D_4__Clade_II$d8239ec304493d1f8dc2eac00800fa3f	0	0	23	67	27	61	0	0
D_3__PB19_D_4__uncultured_bacterium$7e6e6b3ac93d755cca561d547bd0b2c9	5	9	12	64	5	20	42	15
D_3__Oceanospirillales_D_4__Halomonadaceae$cce2b63709c24faf1cc0be87e19865fe	0	0	172	13	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$dd500bded4d8c2362d7347059ece2564	7	5	0	0	0	17	17	44
D_3__Rhodobacterales_D_4__Rhodobacteraceae$fbbc274e327d5546c0a41319f75c345a	7	54	70	20	15	0	4	15
D_3__uncultured_bacterium_D_4__uncultured_bacterium$1a457f763e51b46a46e231ef92166a4e	0	0	127	0	0	0	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$735f3a8f7c5e1cbe54b6191dc436c865	0	0	19	12	9	15	6	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ec80644bcff9a4f2dcd89b88ab471d78	0	0	13	13	0	26	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$ebab380585aef7761be03a48566acbe1	0	0	0	0	0	0	0	69
7247512f18a1b4ded35953f148085798$Unassigned	20	5	11	3	0	0	21	0
D_3__SAR11_clade_D_4__Clade_III$eb1a49fb4f25423ce2b09f1bbb957715	0	0	27	22	0	10	0	0
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$1f89ad9068bfce67fd44fb0c9a3805d1	12	29	26	13	0	0	0	19
D_3__Synechococcales_D_4__Cyanobiaceae$57b6d890ad85c647c88a67512bfc4867	55	0	0	0	0	0	0	0
D_3__SAR324_clade(Marine_group_B)$7cdec95c53b6257e3df65954581dc335	33	0	0	0	0	0	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$d4771d54ab68d4bad4b70d59f4c6c6f9	0	0	96	44	0	0	0	0
D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$8c0df67e6c33b7b333fa02c82f99092f	29	37	6	0	0	0	0	27
D_3__HOC36$dbe1b4b61807478fa6c2b6eee4c694d6	16	22	0	114	0	0	0	26
D_3__Flavobacteriales_D_4__Cryomorphaceae$12f13386ab5b3fd9e5b8775556849e3e	0	26	32	0	0	73	10	6
D_3__Oceanospirillales_D_4__Nitrincolaceae$1d53aa1d32bf5326abc1e94ee81a2d40	0	0	0	32	9	31	24	0
D_3__Myxococcales_D_4__Nannocystaceae$67c29b080e1256d9b127a8208fdbfadc	3	4	0	6	0	0	0	5
D_3__Flavobacteriales_D_4__Crocinitomicaceae$8cba7ac2f5982dc18c91093596b4bfbf	78	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$8fb4ad04107d96d819793b8cebd5e941	18	40	26	0	0	7	12	34
ccb47bf733d7811f15cd90b563e2bd12$Unassigned	0	0	0	0	3	0	0	47
D_3__Flavobacteriales_D_4__NS9_marine_group$e9a8f24f02d4315bd75bec8f66becc2a	42	18	0	0	0	0	0	32
D_3__Micrococcales_D_4__Microbacteriaceae$2db1f960a406715d6ce72e17ad374b96	0	0	8	8	10	27	10	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$5e812bf32882c0de84a83665b39a3d41	0	15	30	0	0	24	16	13
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$7dfdbe48d304bc1114dc132a88478e52	31	41	26	0	26	0	20	0
d9721d5db0d50d427da48cb04efde735$Unassigned	0	0	0	14	30	24	28	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$0c7f64cdfd5c88d3e1a400bd9f30c59d	93	0	0	0	0	0	0	19
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$b20849a0d1206de47fafcfaeab044c85	0	0	0	0	0	0	0	34
D_3__Campylobacterales_D_4__Arcobacteraceae$006d8fbadffc33bf6b36d5fb6738828f	0	0	0	21	0	37	8	0
1f1217485423a82ada42c2d4e905243c$Unassigned	0	0	0	0	5	9	55	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$db3e119af9735a7df4b6085251fa6777	0	0	0	171	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$dfb20209bf57d9ea2c8438b7e10e4f53	0	15	45	23	36	32	20	0
D_3__Vibrionales_D_4__Vibrionaceae$a8636df658924d077497ac11e41d91d7	0	0	0	0	25	60	85	0
D_3__Rhizobiales_D_4__Beijerinckiaceae$fde0c9b6b07d1d58e1e05bef933a36eb	0	0	0	37	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$12ef92fc3755a5ec52525b444b934f8d	4	0	0	33	7	15	71	0
D_3__Flavobacteriales_D_4__NS7_marine_group$0254f400e18ed0d69f20f1c79e19112e	62	7	0	11	11	0	0	29
D_3__Pseudomonadales_D_4__Moraxellaceae$16e4bf7d0b8386c487a7a4cc799f8133	0	8	91	11	0	11	0	0
D_3__Actinomarinales_D_4__Actinomarinaceae$e824e963ae4d955c81c1135b67fb52c4	0	20	0	43	17	24	32	20
42ee12e30fc8cf8f9c19f9e819f74614$Unassigned	4	75	14	0	0	0	0	17
D_3__Flavobacteriales_D_4__NS9_marine_group$1d2313fa6cea1f7a4377fbb35932b1fc	44	0	0	0	0	0	0	39
D_3__Oceanospirillales_D_4__Litoricolaceae$3ceff590f37b7284f5eadacd30d697c9	0	34	31	0	12	0	28	28
D_3__Francisellales_D_4__Francisellaceae$3df68d63e43833ffacc6c66b7a951c28	0	53	0	0	0	0	0	112
D_3__Opitutales_D_4__Puniceicoccaceae$474384e8e24f91d1401d2b1c1304c945	6	0	0	0	0	0	0	0
ce0ea26583cb4a053e85017d2a1efd57$Unassigned	0	0	70	0	0	0	0	0
D_3__Nostocales_D_4__Nostocaceae$2b26ee3c06f7d8b25d5ab1cabdf3a4b6	34	5	6	7	0	0	3	10
31ffafe1fb47521e32cf17a53fad9f51$Unassigned	0	0	22	0	0	0	39	47
D_3__Nitrospinales_D_4__Nitrospinaceae$32c8e94fed653dca0f38d7823b0850be	0	0	0	117	15	17	15	0
D_3__SAR11_clade_D_4__Clade_I$5ae782ff66ea034b8e52978861bb5b05	62	0	0	0	0	35	26	0
D_3__Opitutales_D_4__Puniceicoccaceae$fd350b12a2fc8658682468fb5aa1a367	0	48	0	8	16	18	66	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$0872b1b0394bd1055a2fa512837b0243	0	0	0	128	0	35	0	0
D_3__Corynebacteriales_D_4__Mycobacteriaceae$32945b5fcf29e2fd9177910d33f027f9	0	0	4	25	23	63	10	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$34452b71dbd8ec3bab52298db8ab38a7	67	0	42	0	0	13	0	0
b94332e579bd5a787119c451495a7d08$Unassigned	0	0	0	0	0	141	14	0
D_3__Pedosphaerales_D_4__Pedosphaeraceae$2dc4b31486dd2a721481a5d8bcb69d5f	9	0	28	0	26	0	36	26
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$478b79d038fd06a1d44fa96d2dd99310	3	15	0	0	0	0	0	15
D_3__Rickettsiales_D_4__Rickettsiaceae$5442bb5e56eb51870fab71014d342c37	15	0	12	0	0	0	0	0
D_3__Rhizobiales_D_4__Devosiaceae$8fb016e6932c5a4e7164fb875a0e4fd1	0	0	0	0	20	30	0	0
D_3__Francisellales_D_4__Francisellaceae$ed92d4b3a6a13d86beff20d4e030bc4a	0	55	0	0	0	0	0	67
D_3__Flavobacteriales_D_4__Flavobacteriaceae$17f7f84252140378bfff2ab9ec255406	0	0	0	0	0	0	45	0
D_3__SAR11_clade_D_4__Clade_II$6014485f48e8dec8495bf7054be965dd	0	0	0	55	0	71	35	0
D_3__SAR11_clade_D_4__Clade_I$fdfb4390c22313935b1aac43900cf89c	0	0	0	161	0	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$1048002c1c5a3271dec98fa6ee4605c7	0	0	0	0	0	55	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$861e0b839f3e535d95297eba3c2a9dc5	0	0	0	0	0	15	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$fc34cfb525dfcf553dd352eca67ba252	0	7	5	54	23	27	39	0
D_3__Rhizobiales_D_4__Rhizobiaceae$76b8ca4e48d0df5176b3c2efceadf54c	0	2	27	0	0	13	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$fc588bb139638d3648944f5225ba3916	0	0	21	13	0	34	52	12
D_3__Chitinophagales_D_4__Saprospiraceae$59194df3049baf62da2c3e85dc616d03	0	0	0	0	0	0	10	30
D_3__Rhodobacterales_D_4__Rhodobacteraceae$87878f3cd6221bfa198e9d70e8d4fc83	0	158	0	0	0	0	0	0
D_3__Francisellales_D_4__Francisellaceae$d62efc4e7cc0c4fbe31509aa63ed368a	0	11	77	12	0	18	35	0
D_3__Microtrichales_D_4__Microtrichaceae$244022ec99eb18b742c7d0af527f04c8	0	12	0	7	13	92	29	4
D_3__Puniceispirillales_D_4__SAR116_clade$5e2ed67ce37968ec891a5de56de50209	0	27	42	12	17	7	2	0
D_3__Candidatus_Uhrbacteria_D_4__Candidatus_Uhrbacteria_bacterium_GW2011_GWF2_46_218$a660084f84a5ae7c4de62183c2dab35c	0	0	0	5	0	0	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$b596e9b8e813e7e018b6edf9dd4eb525	0	29	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Parvularculaceae$ee05c554efea2ad92e8b0aca916118f7	0	4	0	0	0	10	13	0
D_3__Coxiellales_D_4__Coxiellaceae$fe27a3e08ac17b523ca629c92d2bd691	15	27	17	10	0	10	34	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$4eb1296be453aef2e6b68ad35b7df2ee	0	0	54	0	0	0	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$d5677a297b393e859a9cb9ed220cf2f7	31	0	11	0	0	0	0	27
d7daa71903d58263e5be8267d961f8df$Unassigned	0	0	0	0	0	20	0	0
D_3__Cellvibrionales_D_4__Halieaceae$4aa0738bf69410570784dbe9787632aa	0	43	70	0	0	19	0	23
D_3__Pseudomonadales_D_4__Pseudomonadaceae$9657e39f993955b12d8c533e27aa50c7	0	0	0	0	0	8	3	3
D_3__SAR202_clade$ca66d34b65420d17d75a5fe2b4849671	0	4	0	92	23	25	11	0
D_3__Flavobacteriales_D_4__NS7_marine_group$d5f519b9afbc15c0e8e31c223ce7452a	5	0	0	11	0	21	9	47
D_3__Salinisphaerales_D_4__Solimonadaceae$0e65ac36d1a8b9915f2b259d082d3221	0	0	0	0	0	0	50	0
D_3__Micavibrionales_D_4__uncultured$4ebc74bbb8ff235f29f8180dbd84f9c1	0	0	0	2	6	53	16	0
D_3__Caulobacterales_D_4__Caulobacteraceae$648403fdf68f0a9b526c8651ea954366	0	0	7	10	0	22	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$95bdd27aa8d48210bd18fe0d6315b26d	0	0	0	16	16	34	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$4fdab75b25d5e3d626addfe0cdda6df6	20	21	26	15	21	0	0	34
D_3__uncultured$95fe6f3f81066ade2df47488cddfe6a8	0	0	5	20	13	0	8	23
d44075a3b5db86b4fc99a884376068a7$Unassigned	0	0	0	0	0	26	9	0
D_3__Corynebacteriales_D_4__Nocardiaceae$ff2c51a69bbd166e2d89d4d337d48c71	0	0	12	72	11	20	12	0
e24a94376139eddc3ad62d94485c1f54$Unassigned	0	0	0	0	0	0	0	3
D_3__SAR11_clade_D_4__Clade_I$afa3f8ea331722fe4439ad181dd7c7b3	0	0	0	0	0	0	0	47
D_3__Flavobacteriales_D_4__Flavobacteriaceae$82999152969df16a588cd2145ac75b54	0	0	0	0	7	0	39	0
D_3__Campylobacterales_D_4__Arcobacteraceae$ae33f160231a078c2a42c37523fdfd15	13	69	0	0	0	12	10	0
bdba08511ce962ca232297daaca27639$Unassigned	10	79	28	0	0	0	12	8
D_3__WCHB1-41_D_4__uncultured_organism$10ab007e9c34a6a7b766328ad18a0061	0	0	0	3	0	0	0	20
D_3__Flavobacteriales_D_4__Cryomorphaceae$422144ea7d42935e0d74ac8fe6217881	0	0	0	52	0	60	29	0
$529580eae35fd9c7da1c7f8010011fb0	0	0	0	34	19	57	38	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$e935c469657ce736072dc7163b0c9419	0	0	0	0	0	16	132	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$eee79475b6eaf0567c591ca8b4c2ac70	0	0	8	75	19	35	0	11
D_3__Phycisphaerales_D_4__Phycisphaeraceae$0099b5b7d818bd508edfd1d3b10434cd	0	0	0	0	0	8	7	21
D_3__Actinomarinales_D_4__Actinomarinaceae$65e49f85abb800a9b36daa3ade0b8290	30	34	0	0	0	0	0	36
D_3__Flavobacteriales_D_4__Cryomorphaceae$8da2134472c0fe3419f72f3c437da1af	0	24	0	39	0	79	0	0
fc00c651fc0857bfb879543dcb540343$Unassigned	0	0	43	93	0	0	0	0
D_3__Rickettsiales_D_4__Rickettsiaceae$42204ef7e3bcb41c5e5ab62558c5fecf	0	0	0	7	0	0	0	20
$ec498d031fe76590a00aae484424de22	27	26	0	50	0	0	0	0
D_3__SAR202_clade$226e942d82c1ce00956256e88b23565b	10	0	0	23	0	0	0	14
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$6bba12f95b035945f5f304d0f7a1e05b	11	9	22	24	0	15	27	5
D_3__Rhodobacterales_D_4__Rhodobacteraceae$7af9dad36da57e58ee92e137c54067bf	7	34	35	13	0	11	9	19
D_3__Flavobacteriales_D_4__Flavobacteriaceae$b2294db096fe5cf0e35257c81773adf3	0	0	0	0	0	29	8	0
D_3__Puniceispirillales_D_4__SAR116_clade$2cc3fa1d32658fa9e958b6e6f6cdb1f9	13	4	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$3193a4947ad2745ca6b07007908b975a	0	0	0	35	0	13	17	13
49addf0f02a193e5d700af73e27c8d53$Unassigned	0	35	44	58	4	2	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$52292d6adf7096e04da002328d7abdad	0	54	0	0	0	8	15	0
5a4b45c1308a9db55b47fa5934cc5cf9$Unassigned	8	98	5	0	0	0	0	12
bf794677c74c9b3c1d8627c7727c3723$Unassigned	58	2	9	0	0	0	0	21
D_3__Cellvibrionales_D_4__Spongiibacteraceae$cc2271fe259ca9cc8311597932c53698	0	0	0	32	0	0	0	0
D_3__Rickettsiales_D_4__Rickettsiaceae$d849315660375b2e51f871dbd39b7d36	0	14	0	31	0	22	0	0
e01bd64f0f6d89ca69b4e91fa19f89e0$Unassigned	12	35	0	0	0	0	19	58
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$08c73395b0c066a453312d0f3ecc2ba5	17	23	8	0	0	11	3	0
D_3__Coxiellales_D_4__Coxiellaceae$224772cd542ef953d76706fbb53a005b	0	13	28	16	25	10	40	10
D_3__uncultured_bacterium_D_4__uncultured_bacterium$4430d50267f5de13af150d6d414b033b	2	0	0	0	0	0	3	9
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1f3e2bb825877d4ab8991b2d4f8aa262	0	0	11	36	16	78	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$35068b5cd338ed9416b6eba546081136	30	0	0	0	26	0	0	51
D_3__Puniceispirillales_D_4__SAR116_clade$ad31899a3bbdc676884c2ef83ac21799	0	0	0	18	0	0	0	0
D_3__Oceanospirillales_D_4__Pseudohongiellaceae$caf25b5a763a3b56ef22a764c0a7ee31	6	8	6	76	0	0	8	8
D_3__Sphingomonadales_D_4__Sphingomonadaceae$d31dd95962db2e16536281bce1cfb8d0	0	0	19	64	0	15	15	0
D_3__Sphingobacteriales_D_4__NS11-12_marine_group$2a93cd1dab09fce755a325de3b81dcd9	71	0	0	0	0	0	0	21
D_3__Cellvibrionales_D_4__Porticoccaceae$3a0e6f1d48ab303c8ca5382845760fdb	0	0	49	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$85807695ae972449b3df5f17c69effb3	0	13	0	29	0	29	12	16
D_3__Rhodobacterales_D_4__Rhodobacteraceae$8790fa0212f99a8a9e63686e73e16b58	0	0	0	7	0	25	49	7
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e5d175a8ee8d026353ae8c050b444461	17	37	8	0	0	37	19	15
D_3__Microtrichales_D_4__Microtrichaceae$f0553a9c592bac230fe3a1e7c0fcbf43	0	2	0	0	6	0	13	21
e0453b283583cbae117285ea50a83535$Unassigned	3	2	5	0	0	2	0	10
D_3__SAR11_clade_D_4__Clade_I$30cf50c5233fed96e7f0c15a02e7afca	20	11	0	44	0	24	7	19
D_3__SAR86_clade_D_4__uncultured_marine_bacterium$72acb481d771c79ef433661372085cd6	44	0	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$f4849ae6fb02f2c547f9b803af81b135	0	66	16	0	16	18	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$fdad45aa86838976f5845ca708ff440d	38	8	0	0	0	0	0	50
D_3__Rhodobacterales_D_4__Rhodobacteraceae$2009307a9e7616938e5ec4442fe1227c	0	0	0	7	0	0	0	0
4055fdae5abe9096d10e4419719538d6$Unassigned	0	0	0	0	0	0	0	4
966c50ba3c664e983255f00fdfbace4d$Unassigned	2	0	22	0	2	38	69	0
D_3__Campylobacterales_D_4__Sulfurovaceae$a783f61822d9b96e039f72fe1a349586	11	0	14	0	44	25	22	20
D_3__Rhodobacterales_D_4__Rhodobacteraceae$5c98da7d54c3271843386f984dd88c94	0	0	0	34	10	0	0	0
D_3__Rickettsiales_D_4__AB1$b45432d0eb5d3eab1e74da37b31cceb2	0	9	79	11	5	21	10	0
D_3__SAR11_clade_D_4__Clade_II$fed884b1fddef7ef3067924ba7ad730a	0	0	76	59	0	0	0	0
D_3__Hydrogenedentiales_D_4__Hydrogenedensaceae$23b4dfe793439afb0edd1ad60071524c	18	0	0	24	0	0	0	11
D_3__SAR11_clade_D_4__Clade_I$62df6006ab477ae0921e4ec81cc08885	0	0	0	0	0	0	0	35
D_3__Steroidobacterales_D_4__Woeseiaceae$f09a674227e6754ae632c3fde7ee3f27	18	19	0	33	0	0	0	27
D_3__Cellvibrionales_D_4__Porticoccaceae$a541ab091dbb36074b892997a861ba04	17	5	9	0	0	0	0	17
D_3__Campylobacterales_D_4__Arcobacteraceae$db1d997e32ecd1d4a2b6d69a8ca47619	0	0	0	0	0	0	0	38
D_3__Rhizobiales_D_4__Hyphomicrobiaceae$7f4f84e256e30052a66d54d4552b3cf5	0	0	0	72	0	26	0	0
$947d2daa312c79a7a588301c51a56e18	0	0	0	0	0	0	0	64
D_3__Cellvibrionales_D_4__Porticoccaceae$0395f993e51e3d417e356b3129e97e33	0	89	0	0	0	0	0	42
$14c1700b7c7cbb0423decef655eee052	0	0	0	16	0	0	23	30
D_3__Flavobacteriales_D_4__Flavobacteriaceae$1d31f9038137e868e3504a10257ecd66	0	17	0	0	0	0	0	0
$2f5dab3484edb4cc482d59b7b1a68605	0	19	0	24	0	39	49	0
